rank,name,author,link,star,fork,language,issues,description,last_commit
1,winutil,ChrisTitusTech,https://github.com/ChrisTitusTech/winutil,26613,1586,PowerShell,172,"Chris Titus Tech's Windows Utility - Install Programs, Tweaks, Fixes, and Updates",2025-01-10T19:43:20Z
2,Scoop,ScoopInstaller,https://github.com/ScoopInstaller/Scoop,21555,1423,PowerShell,261,A command-line installer for Windows.,2025-01-03T06:34:40Z
3,core,dotnet,https://github.com/dotnet/core,21078,4898,PowerShell,337,".NET news, announcements, release notes, and more!",2025-01-10T23:09:31Z
4,Windows10Debloater,Sycnex,https://github.com/Sycnex/Windows10Debloater,18296,2051,PowerShell,284,Script to remove Windows 10 bloatware.,2023-03-10T04:15:01Z
5,Win11Debloat,Raphire,https://github.com/Raphire/Win11Debloat,15340,665,PowerShell,19,"A simple, easy to use PowerShell script to remove pre-installed apps from Windows, disable telemetry, remove Bing from Windows search as well as perform various other changes to declutter and improve your Windows experience. This script works for both Windows 10 and Windows 11.",2025-01-09T22:08:50Z
6,SpotX,SpotX-Official,https://github.com/SpotX-Official/SpotX,14848,806,PowerShell,4,SpotX patcher used for patching the desktop version of Spotify,2025-01-09T18:24:10Z
7,Atlas,Atlas-OS,https://github.com/Atlas-OS/Atlas,14651,555,PowerShell,34,"🚀 An open and lightweight modification to Windows, designed to optimize performance, privacy and usability.",2024-12-05T17:33:20Z
8,PowerSploit,PowerShellMafia,https://github.com/PowerShellMafia/PowerSploit,12030,4625,PowerShell,67,PowerSploit - A PowerShell Post-Exploitation Framework,2020-08-17T23:19:49Z
9,tiny11builder,ntdevlabs,https://github.com/ntdevlabs/tiny11builder,10795,902,PowerShell,107,Scripts to build a trimmed-down Windows 11 image.,2024-11-17T19:45:03Z
10,runner-images,actions,https://github.com/actions/runner-images,10542,3182,PowerShell,69,GitHub Actions runner images,2025-01-10T11:03:35Z
11,Office-Tool,YerongAI,https://github.com/YerongAI/Office-Tool,10473,895,PowerShell,2,Office Tool Plus localization projects.,2025-01-03T05:04:35Z
12,BloodHound-Legacy,SpecterOps,https://github.com/SpecterOps/BloodHound-Legacy,9991,1744,PowerShell,71,Six Degrees of Domain Admin,2024-06-28T14:31:41Z
13,blazor,dotnet,https://github.com/dotnet/blazor,9339,647,PowerShell,0,Blazor moved to https://github.com/dotnet/aspnetcore,2021-02-23T15:13:56Z
14,nishang,samratashok,https://github.com/samratashok/nishang,8902,2457,PowerShell,16,"Nishang - Offensive PowerShell for red team, penetration testing and offensive security.",2024-04-25T19:39:44Z
15,winget-pkgs,microsoft,https://github.com/microsoft/winget-pkgs,8900,4695,PowerShell,839,The Microsoft community Windows Package Manager manifest repository,2025-01-11T09:43:01Z
16,Sophia-Script-for-Windows,farag2,https://github.com/farag2/Sophia-Script-for-Windows,7913,585,PowerShell,0,:zap: The most powerful PowerShell module for fine-tuning Windows,2025-01-08T11:01:08Z
17,posh-git,dahlbyk,https://github.com/dahlbyk/posh-git,7776,809,PowerShell,81,A PowerShell environment for Git,2024-09-02T15:03:06Z
18,Empire,EmpireProject,https://github.com/EmpireProject/Empire,7507,2829,PowerShell,64,Empire is a PowerShell and Python post-exploitation agent.,2020-01-19T22:50:59Z
19,commando-vm,mandiant,https://github.com/mandiant/commando-vm,7037,1304,PowerShell,6,"Complete Mandiant Offensive VM (Commando VM), a fully customizable Windows-based pentesting virtual machine distribution. commandovm@mandiant.com",2024-09-24T19:14:18Z
20,docker,jenkinsci,https://github.com/jenkinsci/docker,6781,4563,PowerShell,19,Docker official jenkins repo,2025-01-08T14:04:16Z
21,flare-vm,mandiant,https://github.com/mandiant/flare-vm,6765,935,PowerShell,16,A collection of software installations scripts for Windows systems that allows you to easily setup and maintain a reverse engineering environment on a VM.,2025-01-08T16:07:26Z
22,Debloat-Windows-10,W4RH4WK,https://github.com/W4RH4WK/Debloat-Windows-10,6117,842,PowerShell,33,A Collection of Scripts Which Disable / Remove Windows 10 Features and Apps,2024-11-04T18:26:57Z
23,K8tools,k8gege,https://github.com/k8gege/K8tools,5890,2065,PowerShell,5,K8工具合集(内网渗透/提权工具/远程溢出/漏洞利用/扫描工具/密码破解/免杀工具/Exploit/APT/0day/Shellcode/Payload/priviledge/BypassUAC/OverFlow/WebShell/PenTest) Web GetShell Exploit(Struts2/Zimbra/Weblogic/Tomcat/Apache/Jboss/DotNetNuke/zabbix),2023-12-16T17:23:36Z
24,GOAD,Orange-Cyberdefense,https://github.com/Orange-Cyberdefense/GOAD,5781,806,PowerShell,39,game of active directory,2025-01-03T16:07:38Z
25,Win-Debloat-Tools,LeDragoX,https://github.com/LeDragoX/Win-Debloat-Tools,5581,274,PowerShell,18,"Re-imagining Windows like a minimal OS install, already debloated with minimal impact for most functionality.",2024-09-09T13:32:15Z
26,Flipper-Zero-BadUSB,I-Am-Jakoby,https://github.com/I-Am-Jakoby/Flipper-Zero-BadUSB,5532,698,PowerShell,47,Repository for my flipper zero badUSB payloads. Now almost entirely plug and play.,2024-06-15T09:43:09Z
27,oh-my-posh2,JanDeDobbeleer,https://github.com/JanDeDobbeleer/oh-my-posh2,5189,283,PowerShell,0,A prompt theming engine for Powershell,2021-02-16T07:48:59Z
28,k8s-for-docker-desktop,denverdino,https://github.com/denverdino/k8s-for-docker-desktop,4982,1128,PowerShell,47,为Docker Desktop for Mac/Windows开启Kubernetes和Istio。,2025-01-07T11:53:36Z
29,Ladon,k8gege,https://github.com/k8gege/Ladon,4927,867,PowerShell,36,Ladon大型内网渗透扫描器，PowerShell、Cobalt Strike插件、内存加载、无文件扫描。含端口扫描、服务识别、网络资产探测、密码审计、高危漏洞检测、漏洞利用、密码读取以及一键GetShell，支持批量A段/B段/C段以及跨网段扫描，支持URL、主机、域名列表扫描等。网络资产探测32种协议(ICMP\NBT\DNS\MAC\SMB\WMI\SSH\HTTP\HTTPS\Exchange\mssql\FTP\RDP)或方法快速获取目标网络存活主机IP、计算机名、工作组、共享资源、网卡地址、操作系统版本、网站、子域名、中间件、开放服务、路由器、交换机、数据库、打印机等，大量高危漏洞检测模块MS17010、Zimbra、Exchange,2024-11-18T14:44:57Z
30,awesome-powershell,janikvonrotz,https://github.com/janikvonrotz/awesome-powershell,4926,424,PowerShell,4,A curated list of delightful PowerShell modules and resources,2024-04-25T12:16:52Z
31,Win10-Initial-Setup-Script,Disassembler0,https://github.com/Disassembler0/Win10-Initial-Setup-Script,4695,1071,PowerShell,30,PowerShell script for automation of routine tasks done after fresh installations of Windows 10 / Server 2016 / Server 2019,2021-05-28T08:15:14Z
32,Easy-GPU-PV,jamesstringerparsec,https://github.com/jamesstringerparsec/Easy-GPU-PV,4534,462,PowerShell,222,A Project dedicated to making GPU Partitioning on Windows easier!,2024-06-22T08:22:34Z
33,machinelearning-samples,dotnet,https://github.com/dotnet/machinelearning-samples,4527,2690,PowerShell,159,"Samples for ML.NET, an open source and cross-platform machine learning framework for .NET.",2024-07-27T09:39:50Z
34,usbrubberducky-payloads,hak5,https://github.com/hak5/usbrubberducky-payloads,4371,1373,PowerShell,12,The Official USB Rubber Ducky Payload Repository,2025-01-03T22:54:22Z
35,RedTeaming-Tactics-and-Techniques,mantvydasb,https://github.com/mantvydasb/RedTeaming-Tactics-and-Techniques,4108,1067,PowerShell,9,Red Teaming Tactics and Techniques,2024-08-22T07:17:31Z
36,UnattendedWinstall,memstechtips,https://github.com/memstechtips/UnattendedWinstall,4018,442,PowerShell,35,Personalized Unattended Answer Files that helps automatically debloat and customize Windows 10 & 11 during the installation process.,2024-12-05T11:39:14Z
37,Invoke-Obfuscation,danielbohannon,https://github.com/danielbohannon/Invoke-Obfuscation,3812,770,PowerShell,11,PowerShell Obfuscator,2023-08-10T23:49:06Z
38,AZ-104-MicrosoftAzureAdministrator,MicrosoftLearning,https://github.com/MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator,3694,4076,PowerShell,0,AZ-104 Microsoft Azure Administrator,2025-01-10T13:06:14Z
39,win10script,ChrisTitusTech,https://github.com/ChrisTitusTech/win10script,3498,1049,PowerShell,0,This is the Ultimate Windows 10 Script from a creation from multiple debloat scripts and gists from github.,2022-06-24T03:57:47Z
40,WinPwn,S3cur3Th1sSh1t,https://github.com/S3cur3Th1sSh1t/WinPwn,3399,527,PowerShell,2,Automation for internal Windows Penetrationtest / AD-Security,2024-11-26T07:50:22Z
41,svg-explorer-extension,tibold,https://github.com/tibold/svg-explorer-extension,3294,196,PowerShell,48,"Extension module for Windows Explorer to render SVG thumbnails, so that you can have an overview of your SVG files",2020-06-01T14:47:56Z
42,Pester,pester,https://github.com/pester/Pester,3123,477,PowerShell,149,Pester is the ubiquitous test and mock framework for PowerShell.,2025-01-09T21:18:34Z
43,PrivescCheck,itm4n,https://github.com/itm4n/PrivescCheck,3052,439,PowerShell,0,Privilege Escalation Enumeration Script for Windows,2024-12-03T20:54:03Z
